0|-14670,-18943,381,5304,1339,1414,1692,1531,-7114,4671
1|38,0,0,0
0|-14543,-12705,5145,5001,2011,1903,762,4933,7796,-4532
1|69,0,0,0
0|-14105,-17933,2932,4057,37,2729,1289,-4208,13326,-5980
1|87,0,0,0
0|-14580,-16642,-12406,9405,-671,2653,1835,-496,-7822,-5074
1|136,0,0,0
0|-14163,-15852,-1470,1106,-97,1978,2637,537,-4508,-701
1|136,0,0,0
0|-14480,-16078,1469,4087,530,2030,2576,2631,-2974,152
1|18,0,0,0
0|-14332,-16717,1550,6688,1189,2279,2313,2285,-8252,3208
1|128,0,0,0
0|-14126,-12007,1881,4062,2161,2636,1579,8835,5627,-3931
1|152,0,0,0
0|-14358,-18708,1594,5253,-1550,3832,2360,-6389,14489,-6676
1|300,0,0,0
0|-14353,-19982,8317,11097,-3533,3013,1256,-18540,-6423,3225
1|0,0,0,0
0|-13893,-16099,-1077,818,-3026,2251,2806,-9586,-3967,574
1|63,0,0,0
0|-14728,-15908,-1160,3098,-2641,2235,3111,-323,-3108,272
1|42,0,0,0
0|-14321,-16721,2749,5752,-1617,2558,3364,5881,-5920,2482
1|40,0,0,0
0|-14480,-12605,2513,7025,-329,3208,2483,11153,-7116,-1357
1|0,0,0,0
0|-14723,-17961,2523,6467,-781,3160,178,-9618,15749,-6557
1|206,0,0,0
0|-14348,-18838,3164,80,-1795,2193,1038,-7010,-8086,1120
1|0,0,0,0
0|-14607,-15405,2368,2730,-1572,1914,1789,6650,-1895,-1025
1|0,0,0,0
0|-13983,-16132,84,2955,-1355,1926,1949,-1301,-3307,20
1|71,0,0,0
