2|-223,-267,-34|0
1|16841,246,909,365,1012,504|0
0|-6130|0
2|-248,-292,-25|0
1|16858,236,975,345,1017,498|0
0|-6759|0
2|-235,-290,-16|0
1|16834,273,911,351,992,529|0
0|-6838|0
2|-236,-274,-17|0
1|16814,266,907,356,990,495|0
0|-6807|0
2|-242,-286,-29|0
1|16818,250,926,380,996,537|0
0|-7066|0
2|-231,-278,-36|0
1|16824,243,918,376,985,533|0
0|-6585|0
2|-224,-281,-27|0
1|16809,241,885,384,1009,533|0
0|-6574|0
2|-230,-281,-39|0
1|16813,249,914,365,977,542|0
0|-6453|0
2|-226,-273,-13|0
1|16825,218,942,394,978,532|0
0|-6896|0
2|-252,-283,-23|0
1|16816,272,950,395,1003,512|0
0|-6135|0
2|-262,-284,-31|0
1|16846,239,930,396,967,530|0
0|-6109|0
2|-244,-304,-30|0
1|16836,262,953,399,1020,535|0
0|-6743|0
2|-232,-272,-30|0
1|16818,389,748,374,987,529|0
0|-6622|0
2|-251,-291,-17|0
1|16825,193,1017,386,1007,535|0
0|-6516|0
2|-244,-277,-31|0
1|16794,235,906,340,1003,518|0
0|-6648|0
2|-222,-287,-36|0
1|16810,233,871,348,1014,525|0
0|-6151|0
2|-240,-280,-31|0
1|16818,221,944,375,966,526|0
0|-6881|0
2|-237,-283,-41|0
1|16834,233,876,364,1026,523|0
0|-6722|0
2|-259,-274,-35|0
1|16830,252,937,396,980,530|0
0|-6812|0
2|-253,-273,-19|0
1|16803,272,905,376,1008,528|0
0|-6638|0
2|-254,-286,-30|0
1|16827,271,878,358,990,516|0
0|-6384|0
2|-240,-280,-28|0
1|16796,237,927,350,993,492|0
0|-6379|0
2|-237,-285,-41|0
1|16821,238,875,359,971,517|0
0|-6246|0
2|-239,-294,-32|0
1|16829,221,926,351,980,532|0
0|-6299|0
2|-241,-284,-28|0
1|16840,231,934,367,974,527|0
0|-6442|0
2|-232,-288,-25|0
1|16845,258,933,321,1052,482|0
0|-6717|0
2|-246,-278,-38|0
1|16809,225,943,338,975,530|0
0|-6320|0
2|-238,-293,-10|0
1|16816,217,912,353,984,530|0
0|-6690|0
2|-242,-291,-39|0
1|16821,298,852,389,1039,544|0
0|-6194|0
2|-214,-281,-36|0
1|16791,258,949,362,976,524|0
0|-6490|0
2|-243,-285,-27|0
1|16801,238,863,360,966,514|0
0|-6468|0
2|-227,-292,-37|0
1|16839,251,922,336,997,491|0
0|-6616|0
2|-243,-286,-38|0
1|16808,296,846,387,980,530|0
0|-6363|0
2|-224,-305,-24|0
